symbol_a,symbol_b,mcap_tercile,industry_same,prompt_variant,llm_tag,llm_conf,normalized_bucket,rationale_A,rationale_B,claim_type,basis_hint,counter_signal,verdict
EPAM,IBM,하,동일,B,디지털 전환 솔루션,0.9,클라우드·엔터프라이즈SW,,"{""claim"": ""EPAM과 IBM은 기업의 디지털 전환을 위한 소프트웨어 개발, 클라우드 통합, IT 전략 컨설팅 등 광범위한 서비스를 제공하며 경쟁한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 사의 공식 웹사이트 및 사업 보고서에 명시된 주요 서비스 영역"", ""counter_signal"": ""IBM은 하드웨어 및 자체 클라우드 플랫폼 사업도 하지만, EPAM은 서비스에 집중하여 사업 모델에 차이가 있다.""}",known_fact,각 사의 공식 웹사이트 및 사업 보고서에 명시된 주요 서비스 영역,"IBM은 하드웨어 및 자체 클라우드 플랫폼 사업도 하지만, EPAM은 서비스에 집중하여 사업 모델에 차이가 있다.",
CRM,MTCH,하,동일,B,구독형 클라우드 소프트웨어 서비스,0.8,클라우드·엔터프라이즈SW,,"{""claim"": ""두 기업 모두 클라우드 기반의 구독형 소프트웨어 서비스를 핵심 사업 모델로 운영합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""Salesforce는 SaaS(Software as a Service)의 선두 주자이며, Match Group은 자사 앱들의 유료 구독 및 인앱 구매를 통해 수익을 창출합니다."", ""counter_signal"": ""두 회사의 최종 사용자 시장과 제공하는 핵심 기능(B2B 고객 관계 관리 vs B2C 온라인 데이팅)은 완전히 다릅니다.""}",known_fact,"Salesforce는 SaaS(Software as a Service)의 선두 주자이며, Match Group은 자사 앱들의 유료 구독 및 인앱 구매를 통해 수익을 창출합니다.",두 회사의 최종 사용자 시장과 제공하는 핵심 기능(B2B 고객 관계 관리 vs B2C 온라인 데이팅)은 완전히 다릅니다.,
BLK,IVZ,하,동일,B,자산운용,1.0,금융·결제·거래소,,"{""claim"": ""BLK와 IVZ는 모두 주식, 채권, ETF 등 다양한 자산군을 운용하며 기관 및 개인 투자자들에게 자산 관리 서비스를 제공하는 글로벌 자산운용사로 직접적인 경쟁 관계에 있다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""두 기업의 사업 모델 및 공식적인 산업 분류"", ""counter_signal"": """"}",known_fact,두 기업의 사업 모델 및 공식적인 산업 분류,,
INCY,TECH,하,동일,B,바이오 의약품 개발 지원,0.9,헬스케어·의료기기·제약,,"{""claim"": ""Incyte는 바이오 의약품을 개발하는 회사이며, Bio-Techne은 이러한 의약품 개발에 필요한 연구 도구와 서비스를 제공하여 상호 연결된 생태계를 이룬다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 사업 내용 및 주요 제품군 분석"", ""counter_signal"": ""두 기업은 의약품 판매 시장에서 직접 경쟁하지 않음""}",known_fact,각 기업의 사업 내용 및 주요 제품군 분석,두 기업은 의약품 판매 시장에서 직접 경쟁하지 않음,
CBRE,CSGP,하,동일,B,상업용 부동산 정보 및 서비스,0.9,부동산·REIT,,"{""claim"": ""CBRE는 상업용 부동산 중개, 관리 등 다양한 서비스를 제공하며, CSGP는 상업용 부동산 데이터, 분석 및 온라인 플랫폼을 통해 이러한 서비스 시장에서 직간접적으로 경쟁하거나 협력한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""두 회사 모두 상업용 부동산 시장에서 운영되며, CBRE는 전통적인 서비스 제공자이고 CSGP는 정보 및 플랫폼 제공자로서 서로 보완적이면서도 경쟁 관계를 형성할 수 있음."", ""counter_signal"": """"}",known_fact,"두 회사 모두 상업용 부동산 시장에서 운영되며, CBRE는 전통적인 서비스 제공자이고 CSGP는 정보 및 플랫폼 제공자로서 서로 보완적이면서도 경쟁 관계를 형성할 수 있음.",,
ALB,LIN,하,동일,B,산업용 화학물질,0.75,소재·화학,,"{""claim"": ""ALB는 리튬, 브롬, 촉매 등 특수 화학물질을, LIN은 산업용 가스와 관련 기술을 제공하여 다양한 산업 분야에 필수적인 화학 물질을 공급합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""기업 사업보고서, 산업 분류 (GICS Specialty Chemicals)"", ""counter_signal"": ""ALB는 주로 원자재 및 배터리 소재에, LIN은 가스 생산 및 배송에 특화되어 있어 직접적인 제품 경쟁은 적습니다.""}",known_fact,"기업 사업보고서, 산업 분류 (GICS Specialty Chemicals)","ALB는 주로 원자재 및 배터리 소재에, LIN은 가스 생산 및 배송에 특화되어 있어 직접적인 제품 경쟁은 적습니다.",
GNRC,XYL,하,동일,B,산업용 유틸리티 장비,0.7,자동차·부품·산업재,,"{""claim"": ""두 회사 모두 산업 및 상업용 유틸리티 인프라 운영에 필수적인 기계 및 장비를 공급한다."", ""claim_type"": ""inference"", ""basis_hint"": ""Generac는 전력 생산 및 저장 장비를, Xylem은 물 처리 및 운반 장비를 제공하여 각각 전력 및 수자원 유틸리티 분야에 기여한다."", ""counter_signal"": ""주요 제품군이 전력과 물로 명확히 구분되어 직접적인 사업 영역 경쟁은 미미하다.""}",inference,"Generac는 전력 생산 및 저장 장비를, Xylem은 물 처리 및 운반 장비를 제공하여 각각 전력 및 수자원 유틸리티 분야에 기여한다.",주요 제품군이 전력과 물로 명확히 구분되어 직접적인 사업 영역 경쟁은 미미하다.,
ADSK,DAY,하,동일,B,기업용 애플리케이션 소프트웨어,0.1,클라우드·엔터프라이즈SW,,"{""claim"": ""Autodesk는 설계 및 엔지니어링 소프트웨어를 제공하며, Dayforce는 인적 자원 관리(HCM) 소프트웨어를 제공하여 두 회사는 서로 다른 기업용 애플리케이션 시장에서 사업을 영위합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 회사 사업보고서 및 제품 설명"", ""counter_signal"": ""두 회사 간 제품 기능적 또는 시장 경쟁적 중첩은 거의 없습니다.""}",known_fact,각 회사 사업보고서 및 제품 설명,두 회사 간 제품 기능적 또는 시장 경쟁적 중첩은 거의 없습니다.,
INTU,TYL,하,동일,B,재무 행정 소프트웨어,0.7,클라우드·엔터프라이즈SW,,"{""claim"": ""Intuit은 중소기업 및 개인을 위한 회계 및 세금 소프트웨어를, Tyler Technologies는 정부 기관을 위한 재무 및 행정 관리 소프트웨어를 제공하여 재무 행정이라는 기능적 도메인에서 연결됩니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""Intuit의 QuickBooks, TurboTax 주력 제품군 및 Tyler Technologies의 정부용 ERP 및 재무 관리 솔루션."", ""counter_signal"": ""두 회사의 주력 고객층(중소기업/개인 vs. 정부 기관)이 완전히 달라 직접적인 시장 경쟁은 없습니다.""}",known_fact,"Intuit의 QuickBooks, TurboTax 주력 제품군 및 Tyler Technologies의 정부용 ERP 및 재무 관리 솔루션.",두 회사의 주력 고객층(중소기업/개인 vs. 정부 기관)이 완전히 달라 직접적인 시장 경쟁은 없습니다.,
HII,TDG,하,동일,B,국방 플랫폼 및 부품 공급,0.9,자동차·부품·산업재,,"{""claim"": ""HII는 군용 함선과 같은 대형 방위 플랫폼을 건조하며, TDG는 군용 항공기에 사용되는 고정밀 부품 및 시스템을 공급하여 국방 산업 내에서 서로 다른 계층의 공급자로서 연결된다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""두 회사의 사업 보고서 및 회사 소개 자료를 통해 확인된 주력 제품 및 서비스 범위."", ""counter_signal"": ""TDG 매출의 상당 부분이 민간 항공 부문에서 발생하지만, 국방 부문 또한 주요 사업 영역이며 HII와의 공통분모를 형성한다.""}",known_fact,두 회사의 사업 보고서 및 회사 소개 자료를 통해 확인된 주력 제품 및 서비스 범위.,"TDG 매출의 상당 부분이 민간 항공 부문에서 발생하지만, 국방 부문 또한 주요 사업 영역이며 HII와의 공통분모를 형성한다.",
AOS,GNRC,하,동일,B,건물 유틸리티 시스템,0.8,자동차·부품·산업재,,"{""claim"": ""A. O. Smith는 주로 물 가열 및 처리 제품을 제공하고, Generac은 전력 생산 및 저장 시스템을 제공하므로, 이들은 건물 운영에 필수적인 유틸리티 시스템 영역에서 서로 다른 기능을 담당하지만 연결되어 있다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""A. O. Smith는 물탱크, 보일러, 정수기 등을, Generac은 가정용 발전기, 에너지 저장 시스템 등을 생산하며, 모두 주거 및 상업용 건물 인프라에 필수적이다."", ""counter_signal"": ""이들은 핵심 제품군에서 직접적인 경쟁 관계가 없어, '경쟁'보다는 '연결'의 측면이 강하다.""}",known_fact,"A. O. Smith는 물탱크, 보일러, 정수기 등을, Generac은 가정용 발전기, 에너지 저장 시스템 등을 생산하며, 모두 주거 및 상업용 건물 인프라에 필수적이다.","이들은 핵심 제품군에서 직접적인 경쟁 관계가 없어, '경쟁'보다는 '연결'의 측면이 강하다.",
CARR,MAS,하,동일,B,건축 및 주택 개선 제품,0.9,부동산·REIT,,"{""claim"": ""두 회사는 모두 신규 건물 건설 및 주택 리모델링 시장에 필수적인 제품과 솔루션을 공급하며, 광범위한 건설 및 주택 시장에 의존합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""CARR은 HVAC 및 보안 시스템을, MAS는 수도꼭지, 캐비닛, 페인트 등 마감재를 공급하여 건설 및 주택 개선 시장에 기여합니다."", ""counter_signal"": ""CARR은 주로 시스템 및 서비스에, MAS는 완제품 및 소비재에 집중하는 점에서 사업 모델 및 제품 유형에 차이가 있습니다.""}",known_fact,"CARR은 HVAC 및 보안 시스템을, MAS는 수도꼭지, 캐비닛, 페인트 등 마감재를 공급하여 건설 및 주택 개선 시장에 기여합니다.","CARR은 주로 시스템 및 서비스에, MAS는 완제품 및 소비재에 집중하는 점에서 사업 모델 및 제품 유형에 차이가 있습니다.",
HOLX,ISRG,하,동일,B,수술 장비,0.9,헬스케어·의료기기·제약,,"{""claim"": ""Hologic은 부인과 수술용 기기를 제공하며, Intuitive Surgical은 로봇 보조 수술 시스템을 통해 다양한 외과 수술에 사용되는 장비를 공급한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""Hologic 및 Intuitive Surgical의 제품 및 서비스 포트폴리오"", ""counter_signal"": ""Hologic은 유방암 진단 및 기타 진단 솔루션 등 수술 외 분야에서도 큰 비중을 차지한다.""}",known_fact,Hologic 및 Intuitive Surgical의 제품 및 서비스 포트폴리오,Hologic은 유방암 진단 및 기타 진단 솔루션 등 수술 외 분야에서도 큰 비중을 차지한다.,
ERIE,MMC,하,동일,B,보험 중개 서비스,0.98,금융·결제·거래소,,"{""claim"": ""두 회사 모두 보험 상품을 고객에게 중개하고 자문하는 사업을 영위한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""ERIE와 MMC 모두 산업 분류가 'Insurance - Brokers'로 명시되어 있다."", ""counter_signal"": """"}",known_fact,ERIE와 MMC 모두 산업 분류가 'Insurance - Brokers'로 명시되어 있다.,,
CRWD,GEN,하,동일,B,사이버 보안,0.9,클라우드·엔터프라이즈SW,,"{""claim"": ""CrowdStrike는 기업용 엔드포인트 보안을, Gen Digital은 소비자용 디지털 보안을 제공하지만, 둘 다 광범위하게 사이버 보안 영역에 속한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 사의 공식 웹사이트, 제품 설명, 사업 보고서"", ""counter_signal"": ""CrowdStrike는 기업 시장에, Gen Digital은 소비자 시장에 집중하므로 직접적인 제품 경쟁은 제한적이다.""}",known_fact,"각 사의 공식 웹사이트, 제품 설명, 사업 보고서","CrowdStrike는 기업 시장에, Gen Digital은 소비자 시장에 집중하므로 직접적인 제품 경쟁은 제한적이다.",
AMCR,CZR,하,상이,A,상이한 사업 영역,0.95,부동산·REIT,"{""claim"": ""AMCR은 포장재 제조사이며, CZR은 카지노 및 호텔 운영사로, 두 기업의 핵심 사업 영역은 완전히 다르다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 사업보고서(10-K) 및 공식 웹사이트에 명시된 주요 사업 활동"", ""counter_signal"": """"}",,known_fact,각 기업의 사업보고서(10-K) 및 공식 웹사이트에 명시된 주요 사업 활동,,
LKQ,ROST,하,상이,A,상이 산업 부문,0.1,자동차·부품·산업재,"{""claim"": ""LKQ는 자동차 부품 공급 및 애프터마켓 서비스 업종에, ROST는 의류 및 생활용품 소매업종에 속하여, 이들 사업 도메인 간에는 직접적인 경쟁이나 상업적 연결성이 존재하지 않습니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 사업 개요"", ""counter_signal"": """"}",,known_fact,각 기업의 사업 개요,,
AVY,AXON,하,상이,A,상이한 산업 영역,1.0,자동차·부품·산업재,"{""claim"": ""Avery Dennison은 특수 소재, 라벨링 및 RFID 솔루션을 제공하는 반면, Axon은 공공 안전을 위한 TASER 무기 및 바디캠 기술을 제공하여 두 기업의 핵심 사업 영역은 완전히 다릅니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 공식 웹사이트, 사업보고서(10-K) 사업설명 섹션"", ""counter_signal"": ""두 기업이 미래에 사업 확장, 신기술 개발 또는 인수합병을 통해 우연히 교차하는 사업 분야로 진출할 가능성""}",,known_fact,"각 기업의 공식 웹사이트, 사업보고서(10-K) 사업설명 섹션","두 기업이 미래에 사업 확장, 신기술 개발 또는 인수합병을 통해 우연히 교차하는 사업 분야로 진출할 가능성",
RMD,SOLV,하,상이,A,비연관 산업,0.1,헬스케어·의료기기·제약,"{""claim"": ""RMD는 수면 및 호흡기 질환 의료기기 및 디지털 헬스 솔루션 기업인 반면, SOLV는 태양광 및 에너지 저장 인프라 EPC(설계·조달·시공) 서비스 기업으로 사업 도메인에서 직접적인 경쟁이나 연결점이 없습니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""ResMed (RMD) 및 SolvEnergy (SOLV) 공식 기업 설명 및 사업 보고서"", ""counter_signal"": """"}",,known_fact,ResMed (RMD) 및 SolvEnergy (SOLV) 공식 기업 설명 및 사업 보고서,,
JKHY,MSFT,하,상이,A,금융 서비스 IT 솔루션,0.8,클라우드·엔터프라이즈SW,"{""claim"": ""JKHY는 금융 기관에 특화된 핵심 뱅킹 및 결제 솔루션을 제공하며, MSFT는 클라우드 플랫폼(Azure)과 기업용 솔루션으로 금융 서비스 산업의 디지털 전환을 지원한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""Jack Henry & Associates 및 Microsoft 공식 웹사이트, 산업 보고서"", ""counter_signal"": ""JKHY의 핵심 뱅킹 시스템과 MSFT의 주력 제품은 직접적으로 동일한 범주에서 경쟁하기보다는 보완적인 관계에 가깝다.""}",,known_fact,"Jack Henry & Associates 및 Microsoft 공식 웹사이트, 산업 보고서",JKHY의 핵심 뱅킹 시스템과 MSFT의 주력 제품은 직접적으로 동일한 범주에서 경쟁하기보다는 보완적인 관계에 가깝다.,
ALLE,POOL,하,상이,A,시설 관련 소모품 및 장비,0.5,자동차·부품·산업재,"{""claim"": ""Allegion은 건물 보안 및 접근 제어 장비를, Pool Corporation은 수영장 유지보수 소모품 및 장비를 공급하며, 두 회사 모두 다양한 시설에 필요한 기능성 제품을 제공한다."", ""claim_type"": ""inference"", ""basis_hint"": ""각 회사의 주요 사업 분야 및 제품 유형."", ""counter_signal"": ""Allegion은 주로 보안 및 안전에, Pool Corporation은 여가 및 생활 편의에 중점을 두어, 최종 사용자 가치 제안이 매우 상이하다.""}",,inference,각 회사의 주요 사업 분야 및 제품 유형.,"Allegion은 주로 보안 및 안전에, Pool Corporation은 여가 및 생활 편의에 중점을 두어, 최종 사용자 가치 제안이 매우 상이하다.",
GOOG,ZBRA,하,상이,A,기업용 데이터 캡처 및 지능형 처리,0.9,클라우드·엔터프라이즈SW,"{""claim"": ""ZBRA는 안드로이드 기반의 기업용 모바일 장비와 데이터 캡처 솔루션을 제공하며, GOOG는 안드로이드 운영체제 및 클라우드 AI 플랫폼을 통해 이러한 데이터의 수집 및 지능형 처리를 지원한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""Zebra Technologies 제품군 (안드로이드 기반 모바일 장비, 스캐너), Google Android OS, Google Cloud Platform (AI/ML, 데이터 분석)"", ""counter_signal"": """"}",,known_fact,"Zebra Technologies 제품군 (안드로이드 기반 모바일 장비, 스캐너), Google Android OS, Google Cloud Platform (AI/ML, 데이터 분석)",,
HSIC,VRTX,하,상이,A,제약 및 의료용품,0.6,헬스케어·의료기기·제약,"{""claim"": ""HSIC은 치과, 동물 건강, 의료 분야의 의료용품 및 장비 유통업체이며, VRTX는 생명공학 기반의 전문 의약품을 개발 및 생산하는 제약사이다. 두 회사 모두 헬스케어 산업 내에서 제약 및 의료용품과 관련된 사업을 영위한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""두 회사의 사업 보고서 및 제품 포트폴리오"", ""counter_signal"": ""두 회사는 헬스케어 가치 사슬 내에서 유통과 연구개발/생산이라는 매우 다른 사업 모델을 가지고 있어 직접적인 경쟁 관계에 있지 않다.""}",,known_fact,두 회사의 사업 보고서 및 제품 포트폴리오,두 회사는 헬스케어 가치 사슬 내에서 유통과 연구개발/생산이라는 매우 다른 사업 모델을 가지고 있어 직접적인 경쟁 관계에 있지 않다.,
AMCR,MHK,하,상이,A,제조업 공급망,0.3,부동산·REIT,"{""claim"": ""AMCR은 포장재를 생산하고 MHK는 바닥재를 생산하므로, MHK가 제품 포장을 위해 AMCR과 같은 포장재 공급업체의 서비스를 이용할 수 있어 제조업 공급망 내에서 간접적으로 연결될 수 있습니다."", ""claim_type"": ""inference"", ""basis_hint"": ""AMCR의 주요 사업 영역(포장재 제조)과 MHK의 제품 포장 및 물류를 위한 포장재 조달 필요성."", ""counter_signal"": ""두 기업의 핵심 사업 영역은 직접적으로 경쟁하지 않으며 생산하는 최종 제품 유형이 매우 다릅니다.""}",,inference,AMCR의 주요 사업 영역(포장재 제조)과 MHK의 제품 포장 및 물류를 위한 포장재 조달 필요성.,두 기업의 핵심 사업 영역은 직접적으로 경쟁하지 않으며 생산하는 최종 제품 유형이 매우 다릅니다.,
BMY,UHS,하,상이,A,의료 산업,0.0,헬스케어·의료기기·제약,"{""claim"": ""BMY는 제약 제품의 연구, 개발 및 판매를 주요 사업으로 하며, UHS는 병원 및 정신 건강 시설 운영을 통한 의료 서비스 제공이 주 사업으로, 둘 다 광범위한 의료 산업에 속한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 사업 보고서 및 산업 분류 정보"", ""counter_signal"": ""이 두 기업은 의료 산업 내에서 서로 다른 가치 사슬과 비즈니스 모델을 가지고 있어 직접적인 경쟁 관계에 있거나 긴밀한 사업적 연결이 있다고 보기 어렵다.""}",,known_fact,각 기업의 사업 보고서 및 산업 분류 정보,이 두 기업은 의료 산업 내에서 서로 다른 가치 사슬과 비즈니스 모델을 가지고 있어 직접적인 경쟁 관계에 있거나 긴밀한 사업적 연결이 있다고 보기 어렵다.,
AOS,JBHT,하,상이,A,운송 전력 관리 기술,0.3,자동차·부품·산업재,"{""claim"": ""AOS는 전력 반도체 제조업체로, 이 제품들은 JBHT가 운영하는 차량 및 물류 시스템의 효율적인 전력 관리에 필수적인 기술적 기반을 제공한다."", ""claim_type"": ""inference"", ""basis_hint"": ""AOS의 전력 MOSFET 및 IC 제품군은 운송 장비 및 IT 인프라에 폭넓게 사용되며, JBHT는 방대한 차량과 IT 기반 물류 시스템을 운영한다."", ""counter_signal"": ""두 회사는 직접적인 경쟁 관계에 있지 않으며, AOS의 주 고객은 전자제품 제조업체로 JBHT는 직접적인 구매자가 아니다.""}",,inference,"AOS의 전력 MOSFET 및 IC 제품군은 운송 장비 및 IT 인프라에 폭넓게 사용되며, JBHT는 방대한 차량과 IT 기반 물류 시스템을 운영한다.","두 회사는 직접적인 경쟁 관계에 있지 않으며, AOS의 주 고객은 전자제품 제조업체로 JBHT는 직접적인 구매자가 아니다.",
ALLE,LHX,하,상이,A,보안 기술 솔루션,0.1,자동차·부품·산업재,"{""claim"": ""ALLE는 물리적 보안 시스템 및 기술을, LHX는 국방 및 통신 보안 기술 솔루션을 제공하며, '보안 기술 솔루션'이라는 광범위한 범주에서 간접적으로 연결될 수 있다."", ""claim_type"": ""inference"", ""basis_hint"": ""각 회사의 사업 설명 및 핵심 제품 포트폴리오 분석."", ""counter_signal"": ""ALLE는 주로 상업/주거용 건물 보안에, LHX는 정부/국방 분야의 고도화된 시스템 보안에 집중하여 시장과 고객층이 거의 겹치지 않는다.""}",,inference,각 회사의 사업 설명 및 핵심 제품 포트폴리오 분석.,"ALLE는 주로 상업/주거용 건물 보안에, LHX는 정부/국방 분야의 고도화된 시스템 보안에 집중하여 시장과 고객층이 거의 겹치지 않는다.",
CAH,MOH,하,상이,A,의료 관리 및 공급,0.8,헬스케어·의료기기·제약,"{""claim"": ""CAH는 의약품 및 의료용품 유통을 담당하고 MOH는 정부 지원 관리 의료 서비스를 제공하므로, 양사는 의료 산업 내에서 관리 및 공급이라는 다른 측면에서 연결됩니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 사의 사업 모델 및 제공 서비스 분석"", ""counter_signal"": """"}",,known_fact,각 사의 사업 모델 및 제공 서비스 분석,,
LEN,LKQ,하,상이,A,이종 산업,1.0,부동산·REIT,"{""claim"": ""Lennar는 주택 건설 및 부동산 서비스 기업이고, LKQ는 자동차 부품 및 애프터마켓 서비스 기업으로 사업 영역이 완전히 다릅니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 사업 소개 (Lennar Investor Relations, LKQ Investor Relations)"", ""counter_signal"": """"}",,known_fact,"각 기업의 사업 소개 (Lennar Investor Relations, LKQ Investor Relations)",,
BAX,TECH,하,상이,A,의료기기 및 생명과학 도구,0.9,헬스케어·의료기기·제약,"{""claim"": ""BAX는 의료 기기 및 의약품을 제공하고, TECH는 생명과학 연구용 시약 및 장비를 제공하여 서로 다른 의료 및 생명과학 분야의 도구 시장에 기여합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 공식 사업 설명 및 주력 제품군"", ""counter_signal"": ""두 기업의 주력 시장 및 고객층이 명확히 구분되어 직접적인 경쟁은 거의 없습니다.""}",,known_fact,각 기업의 공식 사업 설명 및 주력 제품군,두 기업의 주력 시장 및 고객층이 명확히 구분되어 직접적인 경쟁은 거의 없습니다.,
BLDR,DAL,하,상이,A,이종 산업,1.0,부동산·REIT,"{""claim"": ""BLDR은 건축 자재 공급 사업을 영위하며 DAL은 항공 운송 사업을 영위하여 사업 도메인에서 직접적인 경쟁이나 유의미한 연결이 없습니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""각 기업의 사업 내용"", ""counter_signal"": """"}",,known_fact,각 기업의 사업 내용,,
LII,VRSK,하,상이,A,건물 시스템 및 시설 위험 분석,0.6,부동산·REIT,"{""claim"": ""LII는 HVAC 등 건물 시스템 및 시설용 제품을 제조하며, VRSK는 부동산 및 시설물에 대한 데이터 기반 위험 분석 서비스를 제공하므로, 건물 시스템 및 시설의 위험 평가 도메인에서 간접적으로 연결될 수 있다."", ""claim_type"": ""inference"", ""basis_hint"": ""LII는 Lennox International로 HVAC 및 냉동 시스템 제조사이며, VRSK는 Verisk Analytics로 보험, 부동산, 에너지 분야에 데이터 및 위험 분석 서비스를 제공한다."", ""counter_signal"": ""LII와 VRSK는 직접적인 경쟁 관계가 없으며 사업 모델(제조 vs. 데이터 서비스)이 상이하다는 점을 고려해야 한다.""}",,inference,"LII는 Lennox International로 HVAC 및 냉동 시스템 제조사이며, VRSK는 Verisk Analytics로 보험, 부동산, 에너지 분야에 데이터 및 위험 분석 서비스를 제공한다.",LII와 VRSK는 직접적인 경쟁 관계가 없으며 사업 모델(제조 vs. 데이터 서비스)이 상이하다는 점을 고려해야 한다.,
JPM,MKTX,하,상이,A,고정수입증권 거래,0.9,금융·결제·거래소,"{""claim"": ""JPM은 고정수입증권의 주요 시장 조성자이자 거래 참여자이며, MKTX는 고정수입증권 전자 거래 플랫폼을 제공하는 핵심 인프라 기업입니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""JPMorgan Chase의 투자은행 부문 및 MarketAxess Holdings의 사업 모델 설명."", ""counter_signal"": ""MKTX는 플랫폼 제공에 특화된 반면 JPM은 광범위한 금융 서비스를 제공하므로 사업 모델이 직접적으로 경쟁적이지는 않습니다.""}",,known_fact,JPMorgan Chase의 투자은행 부문 및 MarketAxess Holdings의 사업 모델 설명.,MKTX는 플랫폼 제공에 특화된 반면 JPM은 광범위한 금융 서비스를 제공하므로 사업 모델이 직접적으로 경쟁적이지는 않습니다.,
MCO,MKTX,하,상이,A,금융 정보 및 데이터,0.9,금융·결제·거래소,"{""claim"": ""MCO는 신용평가 및 금융 리스크 관련 정보를 제공하며, MKTX는 고정 수입 증권 시장의 거래 데이터와 시장 정보를 제공하므로, 양사는 금융 정보 및 데이터 부문에서 연결된다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""MCO (Moody's Investors Service, Moody's Analytics), MKTX (전자 거래 플랫폼, 시장 데이터)."", ""counter_signal"": ""MCO의 주력은 신용평가이고 MKTX의 주력은 거래 플랫폼 운영이므로, 핵심 사업 모델에서의 직접 경쟁은 제한적이다.""}",,known_fact,"MCO (Moody's Investors Service, Moody's Analytics), MKTX (전자 거래 플랫폼, 시장 데이터).","MCO의 주력은 신용평가이고 MKTX의 주력은 거래 플랫폼 운영이므로, 핵심 사업 모델에서의 직접 경쟁은 제한적이다.",
AVY,GWW,하,상이,A,산업 자재 및 소모품,0.85,자동차·부품·산업재,"{""claim"": ""AVY는 라벨, 특수 소재 등 산업용 자재를 생산하고 GWW는 MRO(유지보수, 수리, 운영) 제품을 유통하는데, 둘 다 기업 운영에 필요한 자재 및 소모품을 공급하는 역할을 한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""AVY 사업 내용, GWW 사업 내용"", ""counter_signal"": ""AVY는 제조업, GWW는 유통업으로 사업 모델이 직접적으로 경쟁하기보다 보완적 관계에 가깝다.""}",,known_fact,"AVY 사업 내용, GWW 사업 내용","AVY는 제조업, GWW는 유통업으로 사업 모델이 직접적으로 경쟁하기보다 보완적 관계에 가깝다.",
CBRE,UDR,하,상이,B,부동산 자산 관리,0.8,부동산·REIT,,"{""claim"": ""CBRE는 주거용 부동산을 포함한 다양한 부동산 자산에 대한 관리(자산, 시설), 거래, 투자 자문 서비스를 제공하며, UDR은 주거용 부동산 자산을 직접 소유하고 운영하며 자체적으로 자산 관리를 수행합니다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""CBRE 및 UDR의 사업 소개, 핵심 서비스 및 자산 유형."", ""counter_signal"": ""CBRE는 주로 상업용 부동산 서비스에 중점을 두며, UDR과 직접적인 '경쟁'보다는 '협력' 또는 '서비스 공급/소비' 관계에 가까움.""}",known_fact,"CBRE 및 UDR의 사업 소개, 핵심 서비스 및 자산 유형.","CBRE는 주로 상업용 부동산 서비스에 중점을 두며, UDR과 직접적인 '경쟁'보다는 '협력' 또는 '서비스 공급/소비' 관계에 가까움.",
KKR,MKTX,하,상이,B,채권 시장,0.9,금융·결제·거래소,,"{""claim"": ""KKR은 자산 운용사로서 채권 시장에 투자하고 거래하며, MKTX는 기관 투자자를 위한 채권 전자 거래 플랫폼을 제공한다."", ""claim_type"": ""known_fact"", ""basis_hint"": ""KKR의 고정 수입(fixed income) 투자 전략과 MKTX의 핵심 사업 영역인 채권 전자 거래 플랫폼."", ""counter_signal"": ""KKR은 자산 운용사로 플랫폼 운영을 주 사업으로 하지 않고, MKTX는 직접 자산을 운용하지 않아 직접적인 경쟁 관계는 아니다.""}",known_fact,KKR의 고정 수입(fixed income) 투자 전략과 MKTX의 핵심 사업 영역인 채권 전자 거래 플랫폼.,"KKR은 자산 운용사로 플랫폼 운영을 주 사업으로 하지 않고, MKTX는 직접 자산을 운용하지 않아 직접적인 경쟁 관계는 아니다.",
