symbol_pair,relation_type,basis,draft_domain,type_match,suggested_type,gate_class,review_status,target_in_basis,type_signature_ok,confidence,json_ok,gate_class_v2,review_status_v2,self_contradiction,is_enumeration,symbol_boundary_ok,normalized_tag,summary_ko,summary_flags,full_evidence,source_line,roles_ko,decision_hint
CRWD↔HLT,SUPPLIES_TO,"SEC 10-K: For example, in July 2024 a software update by CrowdStrike Holdings, Inc., a cybersecurity technolog",,False,,pending,pending,True,True,0.0,True,pending,pending,False,True,False,,"2024년 7월, 사이버 보안 기술 회사인 CrowdStrike Holdings, Inc.의 소프트웨어 업데이트가 전 세계적인 정보 기술 장애를 일으켰고, 이는 Hilton Worldwide Holdings Inc.의 사업에 일시적으로 영향을 미쳤습니다.",list|truncated,"For example, in July 2024 a software update by CrowdStrike Holdings, Inc., a cybersecurity technology company, caused a global information technology outage. Although the outage did not have a material impact to our business, we were temporarily impacted by the outage, and similar software outages in the future could harm our operations and be material to us.
We are vulnerable to various risks and uncertainties associated with our websites and mobile applications, including changes in required technology interfaces, website and mobile application downtime and other technical failures, unexpected costs and changes and issues as we upgrade our website software and mobile applications.",HLT 10-K FY2025 · Item 1A 위험,"CRWD는 2024년 7월 전 세계 정보 기술 장애를 일으킨 소프트웨어 업데이트의 제공 주체인 CrowdStrike Holdings, Inc.로 언급됩니다. HLT는 CRWD의 소프트웨어 업데이트로 인한 장애로 일시적으로 영향을 받은 Hilton Worldwide Holdings Inc.로 등장합니다.",
DD↔Q,SUPPLIES_TO,"SEC 10-K: On May 22, 2024, DuPont de Nemours, Inc. (""DuPont"" or ""Parent"") announced its plan to separate Qnity",,False,DEPENDS_ON,pending,pending,True,True,0.9,True,pending,pending,False,True,False,,"DuPont de Nemours, Inc.는 2024년 5월 22일 Qnity를 DuPont로부터 독립적인 공개 상장 회사로 분리할 계획을 발표했으며, 2025년 11월 1일 보통주 비례 배분을 통해 분리 작업을 완료했습니다.",list|m&a|truncated,"With over 50 years of experience in systems engineering and material science, a global manufacturing footprint and major application labs across the world, we are well-positioned to capitalize on emerging opportunities across various sectors including data centers, communications infrastructure, industrials, automotive, and consumer electronics.
On May 22, 2024, DuPont de Nemours, Inc. (""DuPont"" or ""Parent"") announced its plan to separate Qnity from DuPont into an independent publicly traded company (the “Separation”). On November 1, 2025 (the ""Separation and Distribution Date""), DuPont completed the Separation through a pro-rata distribution of one share of Qnity common stock for every two shares of DuPont common stock held at the close of business on the record date of October 22, 2025 (the ""Distribution"").",Q 10-K FY2025 · Item 1 사업,"DD는 Qnity를 독립적인 공개 상장 회사로 분리한 DuPont de Nemours, Inc.로 언급됩니다. Q는 DuPont로부터 분리되어 독립적인 공개 상장 회사가 된 Qnity로 등장합니다.",업계 M&A 나열 — 두 종목 직접 관계 서술인지 확인
DLTR↔CPB,SUPPLIES_TO,"SEC 10-K: Our products are generally resold to consumers through retail food chains, mass discounters, mass me",식품 유통,True,,pending,pending,False,True,0.8,True,pending,pending,False,False,False,식품 유통,"해당 회사의 제품은 일반적으로 소매 식품 체인, 대형 할인점, 대형 판매점, 회원제 매장, 편의점, 달러 스토어, 전자상거래 및 기타 소매, 상업, 비상업 시설을 통해 소비자에게 재판매됩니다. 스낵 부문은 독립 계약자 유통업체를 활용하는 직영 배송 유통 모델을 가지고 있습니다.",target_absent|truncated,"Our products are generally resold to consumers through retail food chains, mass discounters, mass merchandisers, club stores, convenience stores, dollar stores, e-commerce and other retail, commercial and non-commercial establishments. Our Snacks segment has a direct-store-delivery distribution model that uses independent contractor distributors.",CPB 10-K FY2025 · Item 7 MD&A,"DLTR 미등장. CPB는 제품이 다양한 소매 채널을 통해 소비자에게 재판매되며, 스낵 부문이 독립 계약자 유통업체를 사용하는 직영 배송 유통 모델을 가진 회사로 등장합니다.",근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
DTE↔GM,SUPPLIES_TO,"SEC 10-K: Energy Trading's customer base is predominantly utilities, local natural gas distribution companies,",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,,"DTE Energy의 에너지 트레이딩 부문은 주로 유틸리티, 지역 천연가스 배급 회사, 파이프라인, 생산자 및 발전기, 기타 마케팅 및 트레이딩 회사들을 고객으로 하며, DTE Energy 내 다른 사업부에도 상품 리스크 관리 서비스를 제공합니다.",target_absent|truncated,"Energy Trading's customer base is predominantly utilities, local natural gas distribution companies, pipelines, producers and generators, and other marketing and trading companies. Energy Trading also provides commodity risk management services to the other businesses within DTE Energy.
Energy Trading enters into derivative financial instruments as part of its marketing and hedging activities.",DTE 10-K FY2025 · Item 1A 위험,DTE는 에너지 트레이딩 부문이 다양한 고객에게 서비스를 제공하고 DTE Energy 내 다른 사업부에도 상품 리스크 관리 서비스를 제공하는 DTE Energy로 등장합니다. GM 미등장.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
ETN↔FTNT,SUPPLIES_TO,"SEC 10-K: Our current manufacturing partners include Accton Technology (“Accton”), IBASE Technology, Inc. (“IB",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,pending,pending,False,True,False,,"Fortinet, Inc.의 현재 제조 파트너에는 Accton Technology, IBASE Technology, Inc., Micro-Star International Co., Senao Networks, Inc., Wistron Corporation 및 다수의 다른 제조업체가 포함됩니다.",list|target_absent|truncated,"Our current manufacturing partners include Accton Technology (“Accton”), IBASE Technology, Inc. (“IBASE”), Micro-Star International Co. (“Micro-Star”), Senao Networks, Inc. (“Senao”), Wistron Corporation (“Wistron”), and a number of other manufacturers. Approximately 87% of our hardware is manufactured in Taiwan.",FTNT 10-K FY2025 · Item 1 사업,"ETN 미등장. FTNT는 Accton Technology, IBASE Technology, Inc. 등을 포함한 다수의 제조 파트너를 보유한 Fortinet, Inc.로 등장합니다.",근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
ETN↔PCAR,SUPPLIES_TO,SEC 10-K: The Company purchased a significant portion of its transmissions from Eaton Corporation Plc. (Eaton),변속기,True,,pending,pending,False,True,1.0,True,pending,pending,False,False,False,변속기,"회사는 변속기의 상당 부분을 Eaton Corporation Plc. 등으로부터 구매했으며, 북미 지역의 캐브용 스탬핑도 Magna International Inc.에서 구매했습니다.",target_absent,The Company purchased a significant portion of its transmissions from Eaton Corporation Plc. (Eaton) and ZF Friedrichshafen AG (ZF). The Company also purchased a significant portion of North America stampings used for cabs from Magna International Inc.,PCAR 10-K FY2025 · Item 1 사업,ETN: 회사에 변속기를 판매한 공급업체. PCAR: ETN으로부터 변속기의 상당 부분을 구매한 회사.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
FISV↔SYF,SUPPLIES_TO,SEC 10-K: We also face risks related to cyber-attacks and other security breaches in connection with credit ca,신용카드,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,금융·결제·거래소,"신용카드 및 예금 거래와 관련된 사이버 공격 및 보안 침해 위험은 고객의 민감한 정보가 파트너, 소매업체, 매입 은행, 결제 처리자, 카드 네트워크 및 처리자(예: Fiserv)를 포함한 다양한 제3자를 통해 전송될 때 발생합니다. 이러한 제3자 중 일부는 과거에 보안 침해 및 사이버 공격의 표적이 된 적이 있으며, 미래의 보안 침해는 회사에 영향을 미칠 수 있습니다.",target_absent|truncated,"We also face risks related to cyber-attacks and other security breaches in connection with credit card and deposit transactions that typically involve the transmission of sensitive information regarding our customers through various third-parties, including our partners, retailers that are not our partners where our Dual Cards and general purpose co-branded credit cards are used, merchant acquiring banks, payment processors, card networks (e.g., Visa and MasterCard) and our processors (e.g., Fiserv). Some of these parties have in the past been the target of security breaches and cyber-attacks, and because the transactions involve third parties and environments such as the point-of-sale that we neither control nor have the ability to secure, future security breaches or cyber-attacks affecting any of these third parties could impact us through no fault of our own, and in some cases, we may have exposure and suffer losses for breaches or attacks relating to them.",SYF 10-K FY2025 · Item 7 MD&A,FISV: 회사의 처리자 중 하나로 언급된 기업. SYF: 사이버 공격 및 보안 침해 위험에 직면한 회사.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
FN↔NVDA,SUPPLIES_TO,SEC 10-K: We engage with independent subcontractors and contract manufacturers such as Hon Hai Precision Indus,,False,SUPPLIES_TO,pending,pending,False,True,0.1,True,noise_self_contradiction,pending,True,False,False,,"회사는 최종 제품의 조립, 테스트 및 패키징을 위해 Hon Hai Precision Industry Co., Ltd., Wistron Corporation, Fabrinet과 같은 독립 하도급업체 및 계약 제조업체와 협력합니다.",target_absent|truncated,"We engage with independent subcontractors and contract manufacturers such as Hon Hai Precision Industry Co., Ltd., Wistron Corporation, and Fabrinet to perform assembly, testing and packaging of our final products.
Competition 
The market for our products is intensely competitive and is characterized by rapid technological change and evolving industry standards. We believe that the principal competitive factors in this market are performance, breadth of product offerings, access to customers and partners and distribution channels, software support, conformity to industry standard APIs, manufacturing capabilities, processor pricing, and total system costs.",NVDA 10-K FY2025 · Item 1 사업,"FN: 회사의 최종 제품 조립, 테스트 및 패키징을 수행하는 독립 하도급업체이자 계약 제조업체 중 하나. NVDA: NVDA 미등장.",근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
FTNT↔EA,SUPPLIES_TO,"SEC 10-K: We work with many technology distributors, including Arrow Electronics, Inc., Exclusive, Ingram Micr",,False,,pending,pending,True,True,0.0,True,pending,pending,False,True,False,,"회사는 Arrow Electronics, Inc. 등 여러 기술 유통업체와 협력하며, 자체 데이터 센터 및 PoP를 통해 클라우드 기반 구독 서비스를 제공합니다. 또한, 회사는 채널 파트너를 지원하기 위해 전담 팀을 운영합니다.",list|truncated,"We work with many technology distributors, including Arrow Electronics, Inc., Exclusive, Ingram Micro, and TD Synnex. In addition, we provide our cloud-based subscription offerings through Fortinet-owned data centers and PoPs, as well as data centers operated under colocation arrangements globally, and via public cloud providers.
We support our channel partners with a dedicated team of experienced channel account managers, sales professionals and sales engineers who provide business planning, joint marketing strategy, pre-sales and operational sales support.",FTNT 10-K FY2025 · Item 1 사업,FTNT: 자체 데이터 센터 및 PoP를 통해 클라우드 기반 구독 서비스를 제공하고 채널 파트너를 지원하는 회사. EA: EA 미등장.,
GIS↔DRI,SUPPLIES_TO,"SEC 10-K: We were acquired by General Mills, Inc. in 1970 and became a separate publicly held company in 1995 ",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,"회사는 1970년에 General Mills, Inc.에 인수되었고, 1995년 General Mills가 자사의 모든 발행 주식을 General Mills 주주들에게 분배하면서 독립적인 공개 회사로 전환되었습니다.",m&a|target_absent|truncated,"We were acquired by General Mills, Inc. in 1970 and became a separate publicly held company in 1995 when General Mills distributed all of our outstanding stock to the stockholders of General Mills. Our principal executive offices and restaurant support center are located at 1000 Darden Center Drive, Orlando, Florida 32837, telephone (407) 245-4000.",DRI 10-K FY2025 · Item 1 사업,GIS: 1970년에 회사를 인수한 후 1995년에 회사의 주식을 주주들에게 분배한 기업. DRI: 1970년에 GIS에 인수되었다가 1995년에 독립적인 공개 회사로 전환된 회사.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
GM↔APTV,SUPPLIES_TO,"SEC 10-K: For example, in 2025, General Motors (“GM”) restructured their operations in China given challenges ",,False,DEPENDS_ON,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,"2025년 General Motors는 중국 시장의 어려움으로 인해 중국 사업을 재편성했습니다. GM은 회사의 주요 고객 중 하나이므로, 그들의 사업 또는 시장 점유율 감소는 회사의 사업 및 재무 결과에 부정적인 영향을 미칠 수 있습니다.",target_absent|truncated,"For example, in 2025, General Motors (“GM”) restructured their operations in China given challenges in the Chinese market. As GM, along with other traditional OEMs, are among our largest customers, our business and financial results may be adversely affected by decreases in their 
17
Table of Contents
businesses or market share in China. As the size of the Chinese market continues to increase over the long-term, we anticipate that additional competitors, both international and domestic, will seek to enter the Chinese market and that existing market participants will act aggressively to increase their market share.",APTV 10-K FY2025 · Item 7 MD&A,"GM: 중국 사업을 재편성했으며, 회사의 주요 고객 중 하나인 기업. APTV: GM의 중국 사업 재편성으로 인해 사업 및 재무 결과에 부정적인 영향을 받을 수 있는 회사.",근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
HCA↔RVTY,SUPPLIES_TO,SEC 10-K: and held a number of global management operational positions with GE Healthcare.,,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,,"보라는 Genpact의 공급망 및 IT 사업부를 관리하는 선임 부사장이었으며, GE Healthcare에서 다수의 글로벌 경영 운영 직책을 맡았습니다.",indirect|target_absent,"Vohra was a Senior Vice President with Genpact, managing Supply Chain and IT businesses, and held a number of global management operational positions with GE Healthcare. Mr.",RVTY 10-K FY2025 · Item 1 사업,HCA: HCA 미등장. RVTY: RVTY 미등장.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
HOLX↔WST,SUPPLIES_TO,"SEC 10-K: From 2014 to 2018, Mr. McMahon served as Chief Financial Officer at Hologic, Inc, a developer, manuf",,False,,pending,pending,False,True,0.0,True,pending,pending,False,True,False,,"2014년부터 2018년까지 McMahon 씨는 진단 제품, 의료 영상 시스템 및 수술 제품의 개발, 제조 및 공급업체인 Hologic, Inc.의 최고재무책임자로 근무했습니다.",indirect|list|target_absent|truncated,"From 2014 to 2018, Mr. McMahon served as Chief Financial Officer at Hologic, Inc, a developer, manufacturer and supplier of diagnostics products, medical imaging systems, and surgical products. Prior to Hologic, Mr.",WST 10-K FY2025 · Item 7 MD&A,HOLX: McMahon 씨가 2014년부터 2018년까지 최고재무책임자로 근무했던 기업. WST: WST 미등장.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
INVH↔LEN,SUPPLIES_TO,"SEC 10-K: In addition, Lennar engaged Invitation Homes to provide certain asset management services for the Up",자산 관리 서비스,True,,auto_candidate,pending,True,True,0.95,True,auto_candidate,pending,False,False,False,자산 관리 서비스,"Lennar는 Upward America Venture를 위해 Invitation Homes와 특정 자산 관리 서비스를 제공하도록 계약했습니다. 2025년 11월 30일 기준으로 Upward America는 총 12억 달러에 4,697채의 주택을 구매하고 8,200만 달러에 275채의 주택을 처분했습니다.",truncated,"In addition, Lennar engaged Invitation Homes to provide certain asset management services for the Upward America Venture. 
At November 30, 2025, Upward America had purchased 4,697 homes in 103 communities across 19 metropolitan statistical areas for a total purchase price of $1.2 billion (an average price of $258,000 per home) and disposed of 275 homes for a total sales price of $82.0 million (an average price of $298,000 per home).",LEN 10-K FY2025 · Item 1 사업,INVH: Lennar에 Upward America Venture를 위한 특정 자산 관리 서비스를 제공하도록 계약된 기업. LEN: Invitation Homes와 Upward America Venture를 위한 특정 자산 관리 서비스를 제공하도록 계약한 기업.,
JBL↔ANET,SUPPLIES_TO,"SEC 10-K: Our primary manufacturing partners are Jabil Inc., Sanmina Corporation and Foxconn Hon Hai.",전자제품 위탁생산,True,,pending,pending,False,True,1.0,True,pending,pending,False,False,False,전자제품 위탁생산,"회사의 주요 제조 파트너는 Jabil Inc., Sanmina Corporation 및 Foxconn Hon Hai이며, 이 파트너들은 말레이시아, 베트남, 멕시코 및 기타 국가에서 회사의 제품을 국제적으로 제조합니다.",target_absent,"Our primary manufacturing partners are Jabil Inc., Sanmina Corporation and Foxconn Hon Hai. These partners manufacture our products internationally in Malaysia, Vietnam, Mexico and other countries.",ANET 10-K FY2025 · Item 1 사업,JBL: 회사의 주요 제조 파트너 중 하나. ANET: JBL 등을 주요 제조 파트너로 두는 회사.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
JNJ↔WST,SUPPLIES_TO,"SEC 10-K: Prior to Hologic, Mr. McMahon spent 20 years with Johnson & Johnson, a biotechnology, medical techno",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,"McMahon 씨는 Hologic 재직 전 Johnson & Johnson에서 20년간 다양한 고위 재무 직책을 맡았으며, OraSure Technologies, Inc.의 사외이사로도 재직했습니다.",indirect|target_absent|truncated,"Prior to Hologic, Mr. McMahon spent 20 years with Johnson & Johnson, a biotechnology, medical technology, and pharmaceutical manufacturer, in various executive financial roles of increasing responsibility. He has also served as an Independent Director at OraSure Technologies, Inc.",WST 10-K FY2025 · Item 7 MD&A,JNJ: McMahon 씨가 20년간 재직했던 회사. WST: 미등장.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
KDP↔PEP,SUPPLIES_TO,"SEC 10-K: Further, PBNA manufactures and distributes certain brands licensed from Keurig Dr Pepper Inc., inclu",음료 브랜드 라이선싱,False,PARTNER_WITH,pending,pending,True,True,1.0,True,pending,pending,False,False,False,음료 브랜드 라이선싱,"PBNA는 Keurig Dr Pepper Inc.로부터 라이선스를 받은 Crush, Dr Pepper, Schweppes 등의 특정 브랜드와 Dole Food Company, Inc. 및 Ocean Spray Cranberries, Inc.로부터 라이선스를 받은 특정 주스 브랜드를 제조 및 유통합니다. PBNA는 또한 특정 유통 채널에서 Celsius Holdings, Inc. 소유 브랜드를 유통합니다.",truncated,"Further, PBNA manufactures and distributes certain brands licensed from Keurig Dr Pepper Inc., including Crush, Dr Pepper and Schweppes, and certain juice brands licensed from Dole Food Company, Inc. and Ocean Spray Cranberries, Inc. PBNA also distributes, in certain channels, brands owned by Celsius Holdings, Inc.",PEP 10-K FY2025 · Item 1 사업,KDP: PBNA에 특정 브랜드를 라이선스한 회사. PEP: 미등장.,
LII↔PCAR,SUPPLIES_TO,SEC 10-K: The Company also purchased a significant portion of North America stampings used for cabs from Magna,,False,,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,"회사는 Magna International Inc. (Magna)로부터 운전실에 사용되는 북미 스탬핑의 상당 부분을 구매했습니다. 회사는 Cummins, Eaton, ZF 및 Magna와 안정적인 공급을 위한 장기 계약을 맺고 있습니다.",target_absent|truncated,"The Company also purchased a significant portion of North America stampings used for cabs from Magna International Inc. (Magna). The Company has long-term agreements with Cummins, Eaton, ZF and Magna to provide for continuity of supply.",PCAR 10-K FY2025 · Item 1 사업,LII: 미등장. PCAR: 미등장.,근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
MCHP↔EA,SUPPLIES_TO,"SEC 10-K: With the exception of Arrow Electronics, our largest distributor, which accounted for 10% and 12% of",,False,SUPPLIES_TO,pending,pending,True,True,0.0,True,noise_self_contradiction,pending,True,False,False,,"회사의 최대 유통업체인 Arrow Electronics는 2025 회계연도와 2024 회계연도에 각각 순매출의 10%와 12%를 차지했으며, 다른 유통업체나 직거래 고객은 두 회계연도 모두 순매출의 10%를 초과하지 않았습니다. 회사의 유통업체들은 주로 광범위하고 다양한 고객층의 제품 요구사항을 충족시키는 데 중점을 둡니다.",truncated,"With the exception of Arrow Electronics, our largest distributor, which accounted for 10% and 12% of our net sales in fiscal 2025 and in fiscal 2024, respectively, no other distributor or direct customer accounted for more than 10% of our net sales in fiscal 2025 or in fiscal 2024. Our distributors focus primarily on servicing the product requirements of a broad base of diverse customers.",MCHP 10-K FY2025 · Item 1A 위험,MCHP: 미등장. EA: 미등장.,
MCK↔ABBV,SUPPLIES_TO,"SEC 10-K: In 2025, three wholesale distributors (McKesson Corporation, Cardinal Health, Inc. and Cencora, Inc.",의약품 도매 유통,True,,pending,pending,False,True,0.6,True,pending,pending,False,True,False,헬스케어·의료기기·제약,"2025년 미국에서 AbbVie의 의약품 매출 대부분은 McKesson Corporation, Cardinal Health, Inc., Cencora, Inc. 세 도매 유통업체를 통해 이루어졌습니다. 이들 중 어떤 개별 도매업체도 2025년 AbbVie의 미국 총 매출에서 43%를 초과하지 않았습니다.",list|target_absent,"In 2025, three wholesale distributors (McKesson Corporation, Cardinal Health, Inc. and Cencora, Inc.) accounted for substantially all of AbbVie's pharmaceutical product sales in the United States. No individual wholesaler accounted for greater than 43% of AbbVie's 2025 gross revenues in the United States.",ABBV 10-K FY2025 · Item 1 사업,"MCK: AbbVie의 의약품 유통을 담당하는 세 주요 도매 유통업체 중 하나. ABBV: 의약품 제품을 판매하며, McKesson Corporation 등으로부터 유통 서비스를 받는 회사.",근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
MCK↔GILD,SUPPLIES_TO,"SEC 10-K: Historically, approximately 90% of our gross product sales in the U.S. have been to three large whol",의약품 유통,True,,pending,pending,False,True,0.8,True,pending,pending,False,False,False,헬스케어·의료기기·제약,"과거 미국 내 총 제품 매출의 약 90%는 Cardinal Health, Inc., Cencora, Inc., McKesson Corporation의 세 대형 도매업체 및 그들의 전문 유통 계열사를 통해 이루어졌습니다. 회사는 유럽 및 미국 외 국가에서도 제품을 판매하고 유통합니다.",target_absent|truncated,"Historically, approximately 90% of our gross product sales in the U.S. have been to three large wholesalers—Cardinal Health, Inc., Cencora, Inc. and McKesson Corporation—and their specialty distributor affiliates. We sell and distribute our products in Europe and countries outside the U.S.",GILD 10-K FY2025 · Item 1 사업,"MCK: 회사의 주요 제품 판매를 담당하는 세 대형 도매업체 중 하나. GILD: ""our gross product sales"" 및 ""We sell and distribute our products""에서 '우리'로 지칭되는 회사.",근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
MET↔BAX,SUPPLIES_TO,"SEC 10-K: In the United States, third parties, such as Cardinal Health, Inc. and Medline Inc., warehouse and s",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,pending,pending,False,True,False,,"미국에서는 Cardinal Health, Inc. 및 Medline Inc.와 같은 제3자들이 회사의 제품 상당 부분을 자신들의 유통 센터를 통해 보관 및 배송합니다. 이 유통 센터들은 신속한 고객 서비스를 위해 일반적으로 충분한 재고를 갖추고 있습니다.",list|target_absent|truncated,"In the United States, third parties, such as Cardinal Health, Inc. and Medline Inc., warehouse and ship a significant portion of our products through their distribution centers. These centers are generally stocked with adequate inventories to facilitate prompt customer service.",BAX 10-K FY2025 · Item 1 사업,"MET: 미등장. BAX: ""our products""에서 '우리'로 지칭되는 회사.",근거 문장에 상대 종목 미등장 — 관계 근거로 불충분
MGM↔O,SUPPLIES_TO,SEC 10-K: MGM Resorts International continues to operate the properties.,부동산 임대,True,,pending,pending,True,True,0.6,True,pending,pending,False,False,False,부동산 임대,"Blackstone은 파트너십의 보통주 지분 100%를 보유했으며, MGM Resorts International은 계속해서 해당 자산들을 운영하고 있습니다. 회사는 VIE의 경제적 성과에 가장 큰 영향을 미치는 활동을 지시할 권한이 없으므로 VIE의 주요 수혜자가 아닙니다.",,"Blackstone retained 
100
% of the common equity ownership of the partnership, and MGM Resorts International continues to operate the properties. We are not the primary beneficiary of the VIE because we do not have the power to direct the activities that most significantly impact the VIE's economic performance.",O 10-K FY2025 · Item 1 사업,"MGM: 해당 자산들을 계속 운영하며, VIE의 주요 수혜자가 아니라고 밝히는 회사. O: 미등장.",
