symbol_pair,relation_type,basis,draft_domain,type_match,suggested_type,gate_class,review_status,target_in_basis,type_signature_ok,confidence,json_ok,gate_class_v2,review_status_v2,self_contradiction,is_enumeration,symbol_boundary_ok,normalized_tag,summary_ko,summary_flags
JNJ↔WST,SUPPLIES_TO,"SEC 10-K: Prior to Hologic, Mr. McMahon spent 20 years with Johnson & Johnson, a biotechnology, medical techno",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,Mr. McMahon이 Hologic 근무 이전에 Johnson & Johnson에서 20년간 근무했다는 내용을 서술한다.,indirect|target_absent|truncated
KDP↔PEP,SUPPLIES_TO,"SEC 10-K: Further, PBNA manufactures and distributes certain brands licensed from Keurig Dr Pepper Inc., inclu",음료 브랜드 라이선싱,False,PARTNER_WITH,pending,pending,True,True,1.0,True,pending,pending,False,False,False,음료 브랜드 라이선싱,PBNA가 Keurig Dr Pepper Inc.로부터 라이선스 받은 특정 브랜드를 제조 및 유통한다고 언급한다.,truncated
LII↔PCAR,SUPPLIES_TO,SEC 10-K: The Company also purchased a significant portion of North America stampings used for cabs from Magna,,False,,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,해당 회사가 Magna로부터 캐브에 사용되는 북미 스탬핑의 상당 부분을 구매했다고 설명한다.,target_absent|truncated
MCHP↔EA,SUPPLIES_TO,"SEC 10-K: With the exception of Arrow Electronics, our largest distributor, which accounted for 10% and 12% of",,False,SUPPLIES_TO,pending,pending,True,True,0.0,True,noise_self_contradiction,pending,True,False,False,,"Arrow Electronics가 회사의 최대 유통업체이며, 회사 매출의 10%와 12%를 차지했다고 언급한다.",truncated
MCK↔ABBV,SUPPLIES_TO,"SEC 10-K: In 2025, three wholesale distributors (McKesson Corporation, Cardinal Health, Inc. and Cencora, Inc.",의약품 도매 유통,True,,pending,pending,False,True,0.6,True,pending,pending,False,True,False,헬스케어·의료기기·제약,"2025년에 McKesson Corporation, Cardinal Health, Inc. 및 Cencora, Inc. 세 곳의 도매 유통업체가 있을 것이라고 서술한다.",list|target_absent
MCK↔GILD,SUPPLIES_TO,"SEC 10-K: Historically, approximately 90% of our gross product sales in the U.S. have been to three large whol",의약품 유통,True,,pending,pending,False,True,0.8,True,pending,pending,False,False,False,헬스케어·의료기기·제약,회사의 미국 내 총 제품 매출의 약 90%가 역사적으로 세 곳의 대형 도매업체를 통해 이루어졌다고 설명한다.,target_absent|truncated
MET↔BAX,SUPPLIES_TO,"SEC 10-K: In the United States, third parties, such as Cardinal Health, Inc. and Medline Inc., warehouse and s",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,pending,pending,False,True,False,,"미국에서 Cardinal Health, Inc.와 Medline Inc. 같은 제3자들이 창고 보관 및 배송 업무를 수행한다고 언급한다.",list|target_absent|truncated
MGM↔O,SUPPLIES_TO,SEC 10-K: MGM Resorts International continues to operate the properties.,부동산 임대,True,,pending,pending,True,True,0.6,True,pending,pending,False,False,False,부동산 임대,MGM Resorts International이 해당 자산들을 계속 운영한다고 서술한다.,
MMM↔SOLV,SUPPLIES_TO,"SEC 10-K: Transition Contract Manufacturing Agreement, dated as of March 31, 2024, by and between 3M Company a",,True,,pending,pending,False,True,0.6,True,pending,pending,False,True,False,,2024년 3월 31일자 3M Company와 다른 회사 간의 전환 계약 제조 계약을 언급한다.,list|target_absent|truncated
MPC↔SRE,SUPPLIES_TO,"SEC 10-K: Our customer contracts for our refined products storage business are structured as long-term, U.S. d",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,"회사의 정제 제품 저장 사업 고객 계약이 장기, 미국 달러 기반으로 구성되어 있다고 설명한다.",target_absent|truncated
MSCI↔BLK,SUPPLIES_TO,"SEC 10-K: Certain of our clients are also significant shareholders, competitors or distributors of our content",,True,,pending,pending,False,False,0.2,True,pending,pending,False,False,False,,회사의 일부 고객들이 주요 주주이자 경쟁사이며 콘텐츠 유통업체임을 서술한다.,target_absent|truncated
MU↔FTNT,SUPPLIES_TO,"SEC 10-K: Our current manufacturing partners include Accton Technology (“Accton”), IBASE Technology, Inc. (“IB",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,pending,pending,False,True,False,,"회사의 현재 제조 파트너로 Accton Technology와 IBASE Technology, Inc.를 언급한다.",list|target_absent|truncated
MU↔NVDA,SUPPLIES_TO,"SEC 10-K: We purchase memory from SK Hynix Inc., Micron Technology, Inc., and Samsung.",메모리,True,,pending,pending,False,True,1.0,True,pending,pending,False,True,False,반도체·메모리,"회사가 SK Hynix Inc., Micron Technology, Inc., 삼성으로부터 메모리를 구매한다고 서술한다.",list|target_absent
ON↔LRCX,SUPPLIES_TO,"SEC 10-K: Our customer base includes leading semiconductor memory, foundry, and integrated device manufacturer",반도체 메모리,False,,pending,pending,False,True,0.1,True,pending,pending,False,False,False,반도체·메모리,"회사의 고객 기반에 주요 반도체 메모리, 파운드리, 통합 디바이스 제조업체가 포함된다고 서술한다.",target_absent|truncated
ON↔ON,SUPPLIES_TO,"SEC 10-K: On October 27, 2025, we completed the acquisition of rights to Vcore power technologies, including a",Vcore 전력 기술,False,PARTNER_WITH,pending,pending,True,True,0.8,True,pending,pending,False,False,False,에너지·유전·수처리,회사가 2025년 10월 27일 Vcore 전력 기술에 대한 권리 인수를 완료했음을 서술한다.,m&a|truncated
PNR↔POOL,SUPPLIES_TO,"SEC 10-K: Our largest suppliers are Pentair plc, Zodiac Pool Systems, Inc. and Hayward Holdings, Inc., which a",수영장 용품,True,,auto_candidate,pending,True,True,0.95,True,auto_candidate,pending,False,True,False,수영장 용품,"회사의 최대 공급업체로 Pentair plc, Zodiac Pool Systems, Inc., Hayward Holdings, Inc.를 언급한다.",list|truncated
PWR↔PWR,SUPPLIES_TO,SEC 10-K: Quanta’s Underground and Infrastructure segment provides comprehensive infrastructure solutions to c,인프라 솔루션,True,,pending,pending,True,True,0.6,True,pending,pending,False,False,False,기타,Quanta의 Underground 및 Infrastructure 부문이 고객에게 포괄적인 인프라 솔루션을 제공한다고 서술한다.,truncated
SATS↔AMT,SUPPLIES_TO,"SEC 10-K: For example, during the second half of 2025, Echostar Corporation, parent company to DISH, announced",,False,,pending,pending,True,True,0.0,True,pending,pending,False,True,False,,"2025년 하반기, DISH의 모회사인 Echostar Corporation이 무언가를 발표했다고 언급한다.",indirect|list|truncated
SNDK↔ANET,SUPPLIES_TO,"SEC 10-K: Our primary manufacturing partners are Jabil Inc., Sanmina Corporation and Foxconn Hon Hai.",,False,PARTNER_WITH,pending,pending,False,True,0.0,True,pending,pending,False,False,False,,"회사의 주요 제조 파트너로 Jabil Inc., Sanmina Corporation, Foxconn Hon Hai를 언급한다.",target_absent
SRE↔NUE,SUPPLIES_TO,"SEC 10-K: Oncor also provides distribution services, consisting of retail delivery services to retail electric",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,,Oncor가 소매 전기 고객에게 소매 배송 서비스를 포함하는 유통 서비스를 제공한다고 서술한다.,target_absent|truncated
TSM↔AVGO,SUPPLIES_TO,"SEC 10-K: The majority of our front-end wafer manufacturing operations is outsourced to external foundries, in",반도체 파운드리,True,,pending,pending,False,True,0.9,True,pending,pending,False,False,False,반도체·메모리,회사는 전방 웨이퍼 제조 작업의 대부분을 외부 파운드리에 아웃소싱한다.,target_absent|truncated
TSM↔FTNT,SUPPLIES_TO,SEC 10-K: These contract manufacturers use foundries in Taiwan and Japan operated by either Taiwan Semiconduct,,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,,계약 제조업체들은 대만과 일본에 있는 파운드리(Taiwan Semiconduct 등)를 이용한다.,target_absent|truncated
TSM↔NVDA,SUPPLIES_TO,"SEC 10-K: We utilize foundries, such as Taiwan Semiconductor Manufacturing Company Limited, or TSMC, and Samsu",반도체 파운드리,True,,pending,pending,False,True,1.0,True,pending,pending,False,True,False,반도체·메모리,회사는 Taiwan Semiconductor Manufacturing Company Limited (TSMC)와 Samsu 등 파운드리를 활용한다.,list|target_absent|truncated
V↔SYF,SUPPLIES_TO,SEC 10-K: We also face risks related to cyber-attacks and other security breaches in connection with credit ca,신용카드 결제,False,DEPENDS_ON,pending,pending,False,True,0.3,True,pending,pending,False,False,False,금융·결제·거래소,회사는 신용카드와 관련된 사이버 공격 및 기타 보안 침해 위험에 직면한다.,target_absent|truncated
V↔V,SUPPLIES_TO,"SEC 10-K: Built on a cloud-based architecture, our Acceptance Platform solutions such as Cybersource and Autho",클라우드 기반 결제 솔루션,True,,pending,pending,False,True,0.9,True,pending,pending,False,False,False,클라우드·엔터프라이즈SW,회사의 Acceptance Platform 솔루션인 Cybersource와 Autho는 클라우드 기반 아키텍처 위에 구축되었다.,target_absent|truncated
VLO↔SRE,SUPPLIES_TO,"SEC 10-K: Our customer contracts for our refined products storage business are structured as long-term, U.S. d",,False,SUPPLIES_TO,pending,pending,False,True,0.0,True,noise_self_contradiction,pending,True,False,False,,회사의 정제 제품 저장 사업 고객 계약은 장기 미국 달러화로 구성되어 있다.,target_absent|truncated
WMT↔CAG,SUPPLIES_TO,"SEC 10-K: Our largest customer, Walmart, Inc. and its affiliates, accounted for approximately 29% of consolida",식품 소매,True,,pending,pending,False,True,1.0,True,pending,pending,False,True,False,소매·소비재,"최대 고객인 Walmart, Inc. 및 그 계열사는 통합 매출의 약 29%를 차지했다.",list|target_absent|truncated
WMT↔CL,SUPPLIES_TO,"SEC 10-K: Our sales to Walmart, Inc. and its affiliates represented approximately 11% of our Net sales in 2025",,True,,pending,pending,False,True,1.0,True,pending,pending,False,False,False,,"Walmart, Inc. 및 그 계열사에 대한 매출은 2025년 순매출의 약 11%를 차지했다.",target_absent|truncated
WMT↔KMB,SUPPLIES_TO,"SEC 10-K: Our largest customer, Walmart Inc., represented approximatel",생활용품,True,,pending,pending,False,True,0.9,True,pending,pending,False,False,False,기타,회사의 최대 고객은 Walmart Inc.이다.,target_absent|truncated
WMT↔PG,SUPPLIES_TO,SEC 10-K: Sales to Walmart Inc. and its affiliates represent approximately 16% of our total sales in 2025 and ,,True,,pending,pending,False,True,1.0,True,pending,pending,False,False,False,,Walmart Inc. 및 그 계열사에 대한 매출은 2025년 총 매출의 약 16%를 차지한다.,target_absent|truncated
